...1,census_tract_number,total_population,california_county,children_10_percent,pop_11_64_years_percent,elderly_65_percent,hispanic_percent,white_percent,african_american_percent,native_american_percent,asian_american_percent,other_percent,zip,nearby_city,ces_3_0_score,sb_535_disadvantaged_community,ozone,pm2_5,diesel_pm,drinking_water,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden,pollution_burden_score,asthma,low_birth_weight,cardiovascular_disease,education,linguistic_isolation,poverty,unemployment,housing_burden,pop_char,pop_char_score
907,6037533803,6309,Los Angeles,17.7,74.4,7.9,89.3,7.3,0.4,0.2,2.1,0.7,90201,Bell,49.48,Yes,0.046,12.05,23.1,574.64,0,9906.937097,989.73,15.55,15.5,0,7,0,54.73,6.74,47.26,4.79,9.9,54.9,28,67.6,8.7,33.7,70.77,7.34
5240,6037574400,5141,Los Angeles,11.3,72.9,15.8,15.5,69.1,2.8,0.4,8.7,3.5,90815,Long Beach,17.47,No,0.042,11.21,18.33,220.01,0,7042.638577,1214.05,9,12.9,0.1,16,1,51.28,6.32,29.27,5,7.66,5,0.5,13,6.5,7,26.67,2.77
3058,6073003304,3563,San Diego,20,73.9,6.1,65.6,4.9,13.5,0.1,14.3,1.5,92102,San Diego,30.45,No,0.04,11.21,31.56,228.07,0,276.4915006,1350.1,8,32,0.025,0,0,41.02,5.05,50.16,6.03,4.08,40.4,9.5,71.9,10.1,19,58.12,6.03
5598,6065044806,1982,Riverside,5.9,72.3,21.8,19.1,72.1,2.6,1,3,2.2,92264,Palm Springs,15.6,No,0.068,7.02122524,7.73,473.84,0,151.1683619,481.64,0,15,0,0,0,27.02,3.33,36.98,4.46,5.51,10.7,2.6,50.8,22.2,21.6,45.2,4.69
7339,6075030102,4838,San Francisco,9.4,78.6,12,6.3,63,2,0.1,24.3,4.3,94131,San Francisco,5.03,No,0.03,8.69794377,59.973,171.2,0,203.1432245,475.34,7,2.3,0.5,0,0,29.85,3.68,18.49,3.92,3.61,1.5,4.6,8.9,3.3,14,13.2,1.37
3411,6037125502,3083,Los Angeles,6.1,87.4,6.5,16,63.3,7.9,0.3,8.3,4.2,91602,North Hollywood,27.88,No,0.053,12.05,24.89,618.05,0,1434.370456,1763.11,1.3,11,0,6,0.9,53.81,6.63,37.03,1.56,6.23,7.3,5.3,46.2,14.9,25.5,40.56,4.21
2510,6073010012,4581,San Diego,15.8,76.4,7.8,94.8,2.4,0.7,0.1,1.5,0.5,92173,San Ysidro,34.57,No,0.035,14.15,10.52,228.07,0,808.705701,850.25,0,5,0.05,14,0,37,4.56,59.8,4.91,9.59,45.4,23.1,63.5,13.9,22.7,73.13,7.58
656,6037542000,5732,Los Angeles,18.1,75.1,6.8,71.1,0.9,25.6,0.6,1.1,0.7,90221,Compton,53.02,Yes,0.044,12.05,26.94,428.55,0,6103.335972,699.89,0.1,30.5,0.1,7,0.2,50.22,6.19,76.03,6.79,11.88,35.4,12.4,56.1,13.7,28.7,82.64,8.57
5519,6001443321,3142,Alameda,17.8,76.6,5.6,7.6,15.2,2.9,0.2,71.2,2.9,94539,Fremont,16.06,No,0.035,9.53630303,36.37,83.53,0,147.406329,1487.93,15.85,15,0.26,0,0,39.36,4.85,20.59,5.15,6.4,8.2,22,10.6,6.3,9.4,31.94,3.31
4484,6087110700,3357,Santa Cruz,16.5,74.3,9.2,71.3,23.2,0.8,0.4,2.9,1.4,95076,Watsonville,21.27,No,0.038,6.60204561,6.697,453.84,3935.55,0.803381421,562.49,10.5,12.75,0,5,3,38.04,4.69,27.31,4.62,3.07,39.5,16.6,54,6.8,21,43.78,4.54
6594,6059099309,4547,Orange,8.2,70.1,21.7,10,79.5,0.4,0.2,7.1,2.7,92648,Huntington Beach,10.05,No,0.044,11.21,6.384,238.5,0,7078.851221,390.72,13,0,0.25,0,0,33.64,4.14,27.01,4.17,6.75,5.5,0.6,14.5,3.8,17.7,23.39,2.43
2516,6001444500,6696,Alameda,16.6,76.3,7.1,39.9,19.1,5.5,0.2,31.3,4,94560,Newark,34.54,No,0.035,9.53630303,28.331,83.53,0,150.5777159,1413.37,6.95,75.45,1.91,0,5,45.41,5.59,73.21,5.2,10.59,16.7,7.9,29.2,6.4,20,59.55,6.18
4763,6085503315,7481,Santa Clara,14.3,78.2,7.5,34.9,8.4,3.4,0.3,50.2,2.7,95148,San Jose,19.86,No,0.038,10.37,18.894,407.4,0,142.0011605,711.75,0.5,18,0.01,0,0,30.08,3.71,24.28,7.07,5.24,20.4,17.4,35.1,11.1,19.4,51.68,5.36
4595,6037910202,5223,Los Angeles,10.6,76.6,12.8,24.9,58.1,6.8,0.6,6.7,2.9,93551,Palmdale,20.74,No,0.062,6.18286598,6.014,922.18,1.32,10.81308403,737.77,1,0,0.51,0,0.2,36.95,4.55,38.49,5.42,8.93,9.1,2.6,26.3,6.2,17.3,43.94,4.56
4981,6037267402,4580,Los Angeles,4.9,81.9,13.2,13.4,64.4,2.9,0.2,14.5,4.6,90025,Los Angeles,18.75,No,0.046,12.05,33.348,516.46,1.38,1292.556841,1380.68,11,25,0.175,0,1,59.51,7.33,19.62,2.93,6.17,2.7,4.8,23.6,6.6,24.1,24.67,2.56
2676,6037125600,2657,Los Angeles,8.8,75.4,15.8,13.7,71.5,4.3,0.2,6.4,4,91601,North Hollywood,33.28,No,0.053,12.05,24.89,667.37,0,1487.152016,2318.75,13.2,11,0.01,6,1.45,60.21,7.42,36.01,7.69,6.02,4.1,6.8,23.1,4.3,23.8,43.27,4.49
6159,6001403702,1724,Alameda,5.2,82.3,12.5,8.6,56.7,18.1,0.2,10,6.4,94610,Oakland,12.67,No,0.03,8.69794377,54.34,70.6,0,352.55384,1418.49,0,27.75,0.05,11,0,38.27,4.71,53.34,3.94,5.15,0.6,3.2,14.8,3.5,17.7,25.92,2.69
1431,6065045706,4821,Riverside,21.8,72.4,5.8,98.4,0.9,0.3,0,0.2,0.1,92236,Coachella,44.08,Yes,0.062,7.85958451,11.001,349.05,483.54,1.884140612,307.77,5,47.5,0.1,7,2.7,47.24,5.82,51.53,5.07,9.04,60.1,45.7,71.7,23.2,17.3,73.04,7.57
2469,6053001300,2548,Monterey,17.4,74.7,7.9,79.6,12.2,2.3,0.7,3.7,1.6,93901,Salinas,34.85,No,0.033,5.34450672,25.04,451.51,0,0.76349562,493.73,9,47,0.075,15,2.5,38.7,4.77,108.24,4.15,9.44,50.8,17.4,86.3,5.4,35.3,70.5,7.31
1147,6019005608,3064,Fresno,12.2,63.6,24.2,25.8,63.3,2.1,1.5,3.9,3.4,93612,Clovis,46.86,Yes,0.065,15.4,28.06,652.01,84.35,1932.549977,746.9,0.7,4,0.11,0,0,57.63,7.1,103.65,3.6,10.21,13.2,7.6,53.2,21.4,18.4,63.66,6.6
947,6037209300,5021,Los Angeles,13,83.4,3.6,67.4,14.1,6.4,0.4,10,1.7,90017,Los Angeles,48.97,Yes,0.046,12.89,60.69,664.07,0,4405.331664,3177.27,5.5,6.3,2.745,0,0,59.24,7.3,51.43,5.91,5.2,41.7,29.9,65.7,8.1,31.3,64.71,6.71
6056,6085512503,7726,Santa Clara,15.9,76.4,7.7,32.2,50.4,2.5,0.3,11.6,3,95020,Gilroy,13.19,No,0.04,7.44040487,9.392,565.49,70.36,4.55962028,304.55,1,0,0,2,0,23.84,2.94,67.35,5.39,10.47,4.1,1.9,6.9,6.1,11.3,43.3,4.49
5372,6037481800,2596,Los Angeles,9.6,67.7,22.7,25,14.3,0.2,0,59,1.4,91803,Alhambra,16.8,No,0.048,12.05,23.09,857.97,0,6980.468911,612.09,0,2.8,0,0,0,42.68,5.26,24.44,4.3,4.36,14.3,19.6,27.1,7.1,9.8,30.81,3.2
5875,6023010600,1798,Humboldt,8.1,74.9,17,3.2,90,0.4,1.8,0.9,3.7,95503,Eureka,14.24,No,0.026,5.76368635,0.49,217.16,0.54,13.26630142,1255.04,0,6.75,0.11,3,4,26.66,3.28,56.84,6.52,7.36,1.9,0,20.7,7.4,14.1,41.81,4.34
1749,6071012700,4052,San Bernardino,15.2,80,4.8,51.4,27.7,9.9,0.1,8.1,2.8,91761,Ontario,41.08,Yes,0.062,13.31,51.385,840.84,0.76,8881.609564,1858.8,1,0,1.13,0,3,67.48,8.31,42.37,5.09,12.2,9.5,1,18.3,13.2,11,47.65,4.94
5074,6059011709,4355,Orange,9,72.8,18.2,15.9,71,1.3,0.1,9.7,2,92870,Placentia,18.23,No,0.048,11.21,15.725,511.92,27.8,11417.75277,543.15,0,3.75,0.035,0,0,43.52,5.36,30.04,5.62,9.22,2.9,2.3,6.7,6.8,7.4,32.79,3.4
1765,6099002902,7609,Stanislaus,15.5,73.2,11.3,41.5,53,0.6,0.7,2,2.1,95326,Hughson,40.84,Yes,0.055,12.89,7.084,1037.9,3281.8,707.5601977,298.84,0,4.25,0,6,2,52.46,6.46,44.41,4.42,13.57,22.2,5.1,43.7,15.6,19.2,60.95,6.32
3843,6059110605,6638,Orange,10.5,76,13.5,7.7,19.5,0.9,0,69.9,2,92833,Fullerton,25.07,No,0.046,11.21,13.286,560.87,0,6494.392699,652.39,17.45,29.25,0.06,7,0.1,51,6.28,43.94,3.31,6.81,2.2,15.5,27.7,5.7,28.2,38.49,3.99
539,6071004700,5791,San Bernardino,20.3,71.7,8,87.2,3.6,7.5,0.2,1.1,0.4,92411,San Bernardino,54.77,Yes,0.065,12.05,34.534,493.98,0,1122.324132,1217.04,16.1,0,0,0,2,52.34,6.45,149.92,4.59,14.79,50.3,23.9,62.7,15.5,22.1,81.92,8.5
3760,6077004204,3006,San Joaquin,10.9,71.9,17.2,20.6,73.9,0.5,0.7,2.2,2.1,95240,Lodi,25.7,No,0.048,8.69794377,15.67,612.58,0.44,174.3491296,394.29,13.25,75.75,0,0,0,38.93,4.79,48.82,4.84,9.34,11.3,1.4,31.5,10.7,23.8,51.68,5.36
4363,6019005510,4997,Fresno,9.5,67.4,23.1,17.5,67.2,3.7,0.4,8.2,2.9,93720,Fresno,22.13,No,0.065,15.4,26.942,681.2,0.07,2188.696268,586.56,0,0,0.01,0,0,46.66,5.75,41.63,3.36,7.55,8.7,6.9,24.3,7.6,17.5,37.13,3.85
1441,6037234800,3426,Los Angeles,13.5,74.4,12.1,42.5,1.3,52.8,0.1,0.5,2.9,90043,Los Angeles,43.95,Yes,0.046,12.05,16.12,664.07,0,3506.611058,631.1,0.9,0,0.285,0,7.25,47.33,5.83,118.01,7.03,8.79,26.8,1.4,34.4,15.7,34.5,72.69,7.54
7511,6013355114,11035,Contra Costa,18.8,74.1,7.1,7.1,47.4,2,0.1,39,4.5,94582,San Ramon,2.63,No,0.038,8.27876414,4.83,130.97,0,404.6449458,378.37,0,0,0,0,0,12.43,1.53,21.39,4.6,4.54,1.3,7.9,8,2.9,8,16.56,1.72
4705,6075011100,5164,San Francisco,2.8,82.1,15.1,9.7,47.6,2.3,0.2,37.2,3.1,94109,San Francisco,20.15,No,0.03,8.69794377,67.983,171.2,0,241.3903977,831.61,0.2,3.5,0.38,10,0,35.97,4.43,57.05,5.77,5.68,11.5,12.6,20,3.1,15,43.87,4.55
1763,6037104203,5210,Los Angeles,19.1,74.1,6.8,90.4,1.3,6.1,0.2,1.4,0.7,91331,Pacoima,40.88,Yes,0.057,11.21,16.23,618.05,0,654.0567126,1294.45,3.5,1.8,0.045,0,0.5,43.74,5.39,71.02,5.08,7.44,50.3,30.2,63.7,14,26.2,73.17,7.59
3995,6073013309,7005,San Diego,12.9,75.4,11.7,56.6,22.7,2.7,0.2,14.2,3.6,91911,Chula Vista,24.17,No,0.04,11.63,11.718,338.4,0,840.7373581,1348.79,0,0,0,2,5,35.62,4.39,59.64,6.06,7.74,17.2,7.9,22.1,8.7,12.9,53.12,5.51
506,6037572900,5250,Los Angeles,17.9,75,7.1,70.2,2.7,8.6,0.1,16.6,1.7,90810,Long Beach,55.29,Yes,0.042,11.21,29.193,220.01,0,20253.16653,1559.97,1.75,9.5,10.6,11,3.05,57.87,7.13,63.37,5.85,8.12,38.8,24.5,59.5,11.7,31,74.79,7.76
1085,6077003405,4214,San Joaquin,18.2,73,8.8,31,10.5,7.9,0.1,47.2,3.2,95210,Stockton,47.44,Yes,0.048,13.35,19.06,444.58,0,5213.908412,663.96,0,1.5,0.075,1,0,40.56,5,90.28,8.35,13.52,36.5,22.2,67.2,19.3,30.9,91.55,9.49
6878,6037460100,5793,Los Angeles,9.9,71.4,18.7,12.1,64.7,12.7,0.2,6.2,4.1,91001,Altadena,8.43,No,0.051,9.95548266,3.405,775.29,0.01,2096.455643,326.88,6,1.5,0.01,0,0.2,33.6,4.14,37.15,2.9,5.73,1.9,0.8,14.8,7.4,13.8,19.65,2.04
853,6031001601,4516,Kings,20.3,72.5,7.2,75.2,14.2,0.6,7.9,0.8,1.2,93239,Kettleman City,50.24,Yes,0.06,15.24,2.272,661.55,1719.04,222.387457,281.32,2,18.75,0,4,7.7,53.6,6.6,63.5,5.87,11.03,49,10.2,62,12.7,15.4,73.38,7.61
6454,6085502500,6187,Santa Clara,14.8,71.8,13.4,17.6,70.7,1.3,0.3,6.5,3.7,95125,San Jose,11.05,No,0.038,10.37,31.164,479.23,0,113.938612,527.57,11.15,2.5,0.125,3,0.2,38.02,4.68,36.04,4.61,5.97,7.7,1.4,9.7,4.7,6.4,22.76,2.36
4369,6067008912,3100,Sacramento,12.1,75.9,12,13.7,66.7,6.2,0.7,7.3,5.4,95670,Rancho Cordova,22.1,No,0.053,9.53630303,13.238,926.77,0,39.35636707,1138.82,16.5,0,0,3,0.1,40.64,5.01,62.64,2.17,10.84,3.5,1.2,34.9,12.6,11.3,42.56,4.41
3899,6045011500,6739,Mendocino,15.4,73.7,10.9,31.1,59.9,0.8,3.2,2,2.9,95482,Ukiah,24.68,No,0.038,4.50614746,7.678,171.1,220.57,0.170309336,401.95,4.5,99.3,0.2,3,4.5,36.09,4.44,81.53,4.76,6.39,15.5,1.3,45.9,22.4,16.1,53.54,5.55
5141,6065041808,6852,Riverside,14.3,75.9,9.8,27.6,45.2,7.5,0.2,16.2,3.3,92882,Corona,17.92,No,0.06,12.89,11.226,708.32,0,5026.406778,419.7,1,0,0,0,0,38.97,4.8,25.9,4.82,8.58,10.6,4.4,13.8,9.4,10.8,36.01,3.73
580,6037190802,2784,Los Angeles,8.3,82.5,9.2,50.1,34.9,4.2,0.2,8.8,1.8,90028,Los Angeles,54.18,Yes,0.05,12.47,36.19,664.07,0,2116.77384,1747.69,22.25,28.5,0.31,0,2.5,64.66,7.96,51.06,5.39,8.09,22.7,28.6,56,7.5,35.1,65.6,6.8
5160,6073016401,4996,San Diego,11.4,69.8,18.8,19.2,70.5,3.3,0.3,3.2,3.5,92021,El Cajon,17.82,No,0.046,11.21,13.26,314.14,0,108.1923077,669.44,0.1,3,0,0,0,26.98,3.32,62.25,4.89,7.97,13.4,2.8,28.5,11.1,19.3,51.7,5.36
2241,6059075515,15295,Orange,16.3,79.5,4.2,37.9,25.1,2.2,0.2,31.4,3.2,92782,Tustin,36.62,No,0.046,9.95548266,23.108,406.05,0.8,140965.0615,2213.18,52.95,160.25,2.335,8,13.7,72.33,8.91,25.73,5.6,5.97,15.3,7.4,35,7.7,12.8,39.64,4.11
7145,6061021901,3060,Placer,8.2,74.9,16.9,6.1,88.2,0.8,0.8,1.9,2.4,95703,Applegate,6.59,No,0.053,7.02122524,3.07,175.89,0,0.184441469,384.45,0,0,0,1,2,17,2.09,35.21,3.81,4.66,6.8,2.3,27.5,9.2,20.3,30.33,3.15
3904,6059052408,6154,Orange,9.9,76.8,13.3,12.3,71.8,1.9,0.2,10.7,3.2,92630,Lake Forest,24.62,No,0.05,8.69794377,22.67,376.93,11494.42,4480.47339,541.77,7.5,0,0.985,6,2.2,56.59,6.97,28.19,5.71,7.34,5.1,3,15.6,8.2,10.8,34.06,3.53
4573,6097151305,5405,Sonoma,13.4,76.6,10,36,53.4,2.2,0.4,4.5,3.5,94928,Rohnert Park,20.88,No,0.03,6.18286598,14.665,458.84,0,120.7211904,884.11,0.2,13.8,0,4,6,31.22,3.85,50.04,4.78,8.78,14.3,6.4,46.8,5.9,22.3,52.36,5.43
3673,6037183510,2725,Los Angeles,13.2,77.6,9.2,78.2,11.1,0.7,0.2,8.6,1.2,90042,Los Angeles,26.21,No,0.048,12.05,19.751,225.83,0,3009.729385,563,2.75,0,0,0,1,36.03,4.44,52.64,4.75,8.44,27.9,8.4,32.7,10.1,22.1,56.94,5.9
2793,6065043307,5872,Riverside,13.1,61.1,25.8,33.4,55,5.3,0.7,2.9,2.6,92543,Hemet,32.45,No,0.062,7.85958451,6.672,922.86,0,8793.070247,564.97,0,0,0,0,0,33.66,4.15,97,5.27,16.43,25.6,2.8,71.1,22.5,18.7,75.47,7.83
6324,6095252913,4910,Solano,12.4,79.4,8.2,19.7,57.8,8.6,0.1,8.1,5.6,95687,Vacaville,11.79,No,0.042,7.85958451,13.801,242.15,0,499.3477607,507.57,0,1,0.01,0,0.5,21.21,2.61,68.57,5.48,8.97,5.7,1.6,11,8.9,6.4,43.53,4.51
700,6037402405,3006,Los Angeles,15.9,76,8.1,83,2.8,11.9,0.1,1.5,0.7,91768,Pomona,52.26,Yes,0.057,12.05,26.91,716.04,0,9419.741007,2604.78,9.25,0,0.18,1,1.25,60.37,7.44,77.44,4.34,9,48.6,10,51.6,13.6,22.7,67.78,7.03
3567,6007000604,4217,Butte,8.8,89,2.2,18.9,62.4,4.5,0.5,9.3,4.3,95926,Chico,26.89,No,0.048,9.53630303,12.449,269.83,1.62,9.421785231,432.43,9.95,18.75,0.675,1,0,38.22,4.71,48.16,3.58,9.1,7.6,1.5,83.8,15.3,43.9,55.07,5.71
366,6037533603,6617,Los Angeles,17.8,72.6,9.6,93.1,5.5,0.2,0.1,0.2,0.9,90201,Bell,57.85,Yes,0.046,12.05,23.1,535.64,0,8624.042589,952.7,25.45,19.05,0.175,7,2,62.22,7.66,46.57,4.83,9.72,53.6,28.5,66.6,12.5,31,72.78,7.55
1045,6037238000,5864,Los Angeles,12.8,72.1,15.1,19.9,0.7,76.7,0.2,0.4,2,90047,Los Angeles,47.82,Yes,0.046,12.05,18.08,695.53,1.47,4685.838196,1058.01,0.7,0,0.01,0,0,45.37,5.59,136.3,10,10.85,19,9.3,41.1,15.5,35.8,82.51,8.56
4035,6075060502,3216,San Francisco,20.5,72.4,7.1,26.1,4.2,29.2,0.2,36.6,3.7,94134,San Francisco,23.94,No,0.03,8.69794377,23.88,171.2,0,185.557283,351.22,6.85,2.5,0.125,0,0.5,25.73,3.17,56.7,9.34,7.31,29.2,13.5,68.5,22.2,17.7,72.83,7.55
1476,6037533104,4356,Los Angeles,19.2,72.7,8.1,97.9,1.1,0.6,0,0.3,0.2,90255,Huntington Park,43.65,Yes,0.046,12.05,23.49,483.22,0,6739.279687,738.52,3.45,10.75,0.01,0,0.6,45.61,5.62,59.19,3.9,11.02,63,56.3,76.9,11.5,35.2,74.93,7.77
3253,6037554406,4875,Los Angeles,11.2,75.5,13.3,26.4,39.1,11.7,0.1,19.1,3.6,90706,Bellflower,28.97,No,0.044,11.63,28.51,743.81,0.32,6309.088554,3722.96,0,0,0.035,4,1.5,53.99,6.65,41.15,6.11,6.48,9.4,4.1,34.4,4.6,15.3,42,4.36
6718,6037480002,3453,Los Angeles,10.1,70.4,19.5,17.5,28.8,0.8,0.1,50.4,2.4,91775,San Gabriel,9.4,No,0.051,10.79,11.48,700.75,0,4047.334562,686.49,0,1.5,0,0,2,38.7,4.77,18.07,3.33,4.06,10.9,16.7,13.4,1.8,10.5,19.01,1.97
1230,6037234902,4005,Los Angeles,15.9,75.5,8.6,44,1.8,51.4,0.1,0.3,2.4,90043,Los Angeles,45.99,Yes,0.046,12.05,16.12,627.86,0,3267.280874,1142.01,0,0,0.1,0,2,44.55,5.49,123.13,7.62,9.16,28.3,6.4,64.1,14.4,32.1,80.81,8.38
1491,6047000901,3970,Merced,14.9,77.4,7.7,53.2,39.9,3,0.2,2,1.7,95341,Merced,43.51,Yes,0.057,12.89,4.086,843.82,2331.82,175.0080337,179.86,5.5,57.5,0.035,13,22,62.25,7.67,55.26,3.84,8.83,33.3,22.1,45.2,9.9,9.9,54.72,5.67
346,6037536000,3720,Los Angeles,18.5,74.9,6.6,97,2.1,0.4,0.1,0.3,0.1,90280,South Gate,58.15,Yes,0.044,12.05,18.53,570.57,0.01,7763.893485,1341.61,76,34,0.755,7,7.4,67.89,8.36,40.63,5.9,10.11,46.5,32.6,49.5,8.9,16.3,67.06,6.95
7390,6013345103,5062,Contra Costa,11.3,72.1,16.6,9.7,66.3,1.4,0.3,18.7,3.6,94583,San Ramon,4.49,No,0.038,8.69794377,8.431,86.75,0,357.9505322,378.04,0,3,0,0,0,15.59,1.92,31.76,3.35,6.37,2.6,5.3,11.9,5.9,13.9,22.56,2.34
4717,6037703002,6605,Los Angeles,7.8,68.6,23.6,5.2,12.3,73.8,0.2,3.4,5.2,90056,Los Angeles,20.12,No,0.046,12.05,20.299,672.42,0,2193.768798,1361.43,1,3.5,0.225,0,2,50.83,6.26,42.06,4.27,5.79,2.8,3.2,13.8,11.2,14.6,30.98,3.21
6671,6083002930,7328,Santa Barbara,10.9,82.1,7,33,48.9,1.9,0.3,12.5,3.5,93117,Goleta,9.63,No,0.04,4.50614746,2.268,143.29,0,0.00561739,504.78,10.25,36.8,0.56,5,0,26.07,3.21,33.73,3.33,5.62,11.8,6.5,29.3,4.7,15.8,28.9,3
6767,6041103200,6504,Marin,10.7,69.8,19.5,21,66.1,3.1,0.2,6,3.6,94947,Novato,9.09,No,0.033,7.02122524,6.829,245.56,0,479.0739759,260.61,9.4,5.6,0,1,0,19.16,2.36,49.45,3.31,6.91,7.5,7.2,19.6,5.2,25.9,37.12,3.85
1193,6037191420,3365,Los Angeles,13.4,81.3,5.3,70,8.7,1.4,0,18.5,1.4,90029,Los Angeles,46.4,Yes,0.048,12.89,29.34,664.07,0,2965.087332,890.96,2.95,16,0.2,0,1,55.59,6.85,47.76,5.31,6.75,40.6,37.6,62.3,8.5,32.6,65.33,6.78
1942,6037117520,4052,Los Angeles,21.2,76.6,2.2,86,3.8,4.1,0.1,5.2,0.8,91343,North Hills,39.34,Yes,0.057,11.21,18.583,618.05,0,646.8162721,789.49,0.5,0,0,0,0,37.34,4.6,80.01,5.84,9,42.9,21.3,75.9,15.2,38,82.48,8.55
2248,6053001801,3957,Monterey,16.2,76.4,7.4,60.9,20.2,2.4,0.3,12.9,3.3,93907,Salinas,36.58,No,0.033,5.34450672,24.378,847.16,5935.68,0.826633671,521.22,9,37,0.1,13,5.5,53.99,6.65,55.58,3.99,7.22,31.9,13.3,39.2,8.4,21.3,53.04,5.5
287,6065042508,4888,Riverside,19.9,76.6,3.5,72.4,9.8,12.2,0.2,3.3,2.1,92551,Moreno Valley,59.68,Yes,0.065,12.89,13.13,742.01,0,539.6205541,685.71,13.4,25.25,0.51,0,2,58.29,7.18,56.62,6.9,10.37,40.3,11.6,61.8,15.1,33,80.15,8.31
2368,6037139301,4462,Los Angeles,11,71.7,17.3,9.5,76.1,3.6,0.1,6.9,3.7,91356,Tarzana,35.58,No,0.057,10.37,26.37,618.05,93.48,472.1250453,3382.47,18,35,0.1,2,1,66.5,8.19,47.37,3.08,8.58,7.8,5.5,28.8,6.8,25,41.88,4.34
7091,6017030710,4989,El Dorado,11.1,76.2,12.7,6.7,80.6,1.9,0.2,7.6,3.2,95762,El Dorado Hills,6.99,No,0.055,8.69794377,4.929,145.87,0.01,16.0433181,361.71,7,0,0,0,0,19.31,2.38,21.58,6.6,6.44,3.5,0,8.7,9.4,6.9,28.34,2.94
4157,6001440335,6496,Alameda,16.5,78.1,5.4,8.5,11.5,4.7,0.1,69.3,5.9,94587,Union City,23.31,No,0.035,8.69794377,13.23,149.84,0.25,209.0963228,509.7,25,40.2,0,1,2,34.48,4.25,67.41,6.27,9.24,6.3,13.3,9.9,8.3,10.1,52.94,5.49
6535,6111007202,4313,Ventura,9.3,71.3,19.4,8.8,80.5,0.8,0.2,6.8,2.9,91362,Thousand Oaks,10.49,No,0.05,9.53630303,9.296,33.68,0,77.3662726,801.28,0,2,0.5,11,0,32.23,3.97,28.28,5.16,7.19,1.8,1.4,5,6.5,11.2,25.48,2.64
3598,6001402900,1434,Alameda,4.3,72.3,23.4,9.6,23.5,20.2,0.1,43.2,3.4,94612,Oakland,26.65,No,0.03,8.69794377,54.34,70.6,0,342.8772537,294.2,13.15,63.1,0.56,11,0.5,42.34,5.21,124.1,0,5.27,21.4,20.6,49,7.9,17.2,49.27,5.11
844,6037123420,4638,Los Angeles,15,76.9,8.1,56.9,32.8,2,0.2,6.2,1.9,91606,North Hollywood,50.3,Yes,0.055,11.63,22.11,618.05,0,1075.767099,1692.82,2.2,8.5,0.28,4,1.75,56.41,6.95,59.5,2.87,10.73,36,29.9,55.4,15.1,35.2,69.81,7.24
7221,6111007405,6304,Ventura,10.3,80.6,9.1,7.2,79.6,1.1,0.1,9.2,2.8,91301,Agoura Hills,6.03,No,0.053,9.95548266,1.482,583.1,0,113.9598541,288.18,0,0,0,9,0,26.42,3.25,19.5,3.02,6.09,2.6,5,7.5,7.5,13.3,17.87,1.85
7305,6059062701,2800,Orange,7.4,69.2,23.4,5,89.4,0.5,0.2,3.1,1.8,92625,Corona del Mar,5.35,No,0.046,9.95548266,16.2,268,0,5540.271015,902.24,13,0,0.025,13,0,42.37,5.22,26.2,3.14,3.75,1.3,1.1,15.3,2.6,11.2,9.89,1.03
5033,6075010300,3852,San Francisco,4.6,77.9,17.5,5.1,60.7,0.9,0.1,30.5,2.6,94133,San Francisco,18.46,No,0.03,8.69794377,101.311,171.2,0,259.2444277,592.62,5.7,10.5,0.23,11,0,38.74,4.77,38.51,4.35,4.37,15.8,15.6,33.5,3,19.1,37.3,3.87
2994,6065043206,7606,Riverside,14.1,75.7,10.2,29.9,53.2,5.8,0.4,7.2,3.5,92562,Murrieta,30.93,No,0.057,7.44040487,23.179,981.91,0,184.8416136,1550.48,0,15,0.2,0,0.5,45.85,5.65,33.01,4.97,9.97,11,3.9,34.1,15.1,20.4,52.82,5.48
6165,6075042601,3687,San Francisco,9.1,76.1,14.8,7.6,46.9,1.2,0.2,39.5,4.6,94121,San Francisco,12.61,No,0.03,7.85958451,39.92,171.2,0,229.7398292,526.81,2.5,0,0,11,0,27.41,3.38,23.94,3.58,5.57,18,23.8,35.8,2.8,23.8,36.01,3.73
6219,6001443104,5558,Alameda,13.4,77.4,9.2,5.3,20.5,1.1,0.1,69.7,3.3,94539,Fremont,12.33,No,0.035,9.53630303,19.41,83.53,0,115.8184013,1308.4,1,13,0.1,0,0,29.98,3.69,20.59,5.58,6.4,2.5,12.9,11,9.8,7.7,32.2,3.34
3112,6037482002,6947,Los Angeles,10.8,69.4,19.8,25.6,5.2,0.5,0.2,66.7,1.9,91754,Monterey Park,30.08,No,0.048,12.05,23.09,1044.9,0,9431.675205,774.66,3.5,15.5,0.075,0,2.2,55.82,6.88,34.84,4.55,6.03,16.8,19.6,32.9,4.2,20.9,42.19,4.38
4282,6037700801,5220,Los Angeles,7.2,68.5,24.3,4.7,79.6,2.3,0,8.2,5.3,90210,Beverly Hills,22.57,No,0.048,12.05,21.036,607.05,0,1545.701858,1269.43,11.1,3,0.17,0,2.2,52.44,6.46,15.95,2.61,5.17,6.6,23.8,22.7,10.8,30.5,33.69,3.49
826,6099000301,1987,Stanislaus,15.4,70.1,14.5,60.9,35.4,0.7,1.1,0.6,1.4,95367,Riverbank,50.55,Yes,0.053,12.89,11.106,841.65,25.31,3654.668697,482.57,6,23.75,0.62,6,2.4,65.43,8.06,53.4,2.91,10.96,33.4,10.5,65.1,14.6,16.1,60.48,6.27
